map,team 1,team 2,team 1 attack ban,team 2 attack ban,team 1 defense ban,team 2 defense ban,team 1 score,team 2 score
Kafe Dostoyevsky,WSU,Drexel Blue,Jackal,Thatcher,Mira,Maestro,7,3
